time_s,fault_active,fault_profile,pressure_psi,flow_gpm,vibration_g,pressure_u16,flow_u16,vibration_u16
46.08,0,0,1492.02618929707,501.531253115514,-0.0313634248250314,29841,5015,1686
46.081,0,0,1487.78442362401,501.893103874416,-0.0703886868805902,29756,5019,1296
46.082,0,0,1490.31276289511,501.766268629646,-0.0788235044915167,29806,5018,1212
46.083,0,0,1486.18749835932,501.555824481084,-0.0280971131532484,29724,5016,1719
46.084,0,0,1487.8412994735,502.182099465215,0.057886654894134,29757,5022,2579
46.085,0,0,1485.6340638121,501.717378890812,0.0744860761773378,29713,5017,2745
46.086,0,0,1487.62934130428,502.569740619961,0.0497218044393358,29753,5026,2497
46.087,0,0,1483.84042494185,501.324857889847,0.0124639896622571,29677,5013,2125
46.088,0,0,1487.06205064638,501.413055333447,-0.0164769407884315,29741,5014,1835
46.089,0,0,1489.26208101852,501.349779153001,-0.0497824024092565,29785,5013,1502
46.09,0,0,1490.29259815127,502.662121913985,-0.0860024890455399,29806,5027,1140
46.091,0,0,1488.94901070245,502.077120144202,-0.0496671617041749,29779,5021,1503
46.092,0,0,1490.569766401,501.226923000253,0.0234764104548179,29811,5012,2235
46.093,0,0,1489.98696108533,500.969270003363,0.0690222193362311,29800,5010,2690
46.094,0,0,1491.24859728436,503.553567910727,0.0538519633649377,29825,5036,2539
46.095,0,0,1495.03389333089,501.790644886676,0.0208014239245436,29901,5018,2208
46.096,0,0,1497.47052370698,501.943526749894,0.00351475175113884,29949,5019,2035
46.097,0,0,1497.41792953212,502.339806429421,-0.0453881937165475,29948,5023,1546
46.098,0,0,1497.54182243784,501.161395740269,-0.0838882295746253,29951,5012,1161
46.099,0,0,1499.41857701225,501.38063151128,-0.0667339785208341,29988,5014,1333
46.1,0,0,1500.11411615078,500.924167140723,4.20866077156749e-05,30002,5009,2000
46.101,0,0,1503.92429036631,501.816673769885,0.0609721330249355,30078,5018,2610
46.102,0,0,1508.04318414506,502.030936269414,0.0613919569972432,30161,5020,2614
46.103,0,0,1511.43490769787,503.204519231809,0.0324514254214028,30229,5032,2325
46.104,0,0,1509.36901601021,500.54678185293,0.0129634601347119,30187,5005,2130
46.105,0,0,1508.65493801546,501.470453041736,-0.019212057933146,30173,5015,1808
46.106,0,0,1517.00545526822,500.458844147707,-0.0701271996829723,30340,5005,1299
46.107,0,0,1517.86292026068,501.505238907487,-0.0863340688105829,30357,5015,1137
46.108,0,0,1518.27477613535,502.272326086934,-0.0222648367421095,30365,5023,1777
46.109,0,0,1516.97248611591,500.579594905256,0.051804270780358,30339,5006,2518
46.11,0,0,1521.32958924619,501.737060456472,0.0716292909569574,30427,5017,2716
46.111,0,0,1520.3766619985,500.46247180246,0.0437105581831992,30408,5005,2437
46.112,0,0,1522.46250009691,501.556198793657,0.0215968196419298,30449,5016,2216
46.113,0,0,1522.49474179234,500.995588872833,-0.00822679211474153,30450,5010,1918
46.114,0,0,1518.07886690328,502.299248049134,-0.0517126903172335,30362,5023,1483
46.115,0,0,1519.4985859817,501.659313251916,-0.0830815147181047,30390,5017,1169
46.116,0,0,1519.43795515446,502.021805522884,-0.0387712894984578,30389,5020,1612
46.117,0,0,1518.67998113982,502.062919426134,0.0304204712637797,30374,5021,2304
46.118,0,0,1515.83442121217,500.679708206043,0.0720242427960457,30317,5007,2720
46.119,0,0,1516.69582080658,500.059904841514,0.0552654543152083,30334,5001,2553
46.12,0,0,1511.6794805142,501.348855173553,0.0295251442733765,30234,5013,2295
46.121,0,0,1507.61113242967,501.09144440996,0.00774919130821622,30152,5011,2077
46.122,0,0,1507.19569207191,501.390758150663,-0.0346442900923742,30144,5014,1654
46.123,0,0,1503.63676153842,501.797539424772,-0.0756186356898821,30073,5018,1244
46.124,0,0,1505.46895163842,502.221480418712,-0.0619770787997114,30109,5022,1380
46.125,0,0,1501.82647986502,502.087699621886,0.00144630894233939,30037,5021,2014
46.126,0,0,1498.92377969928,500.239183397474,0.054716212102797,29978,5002,2547
46.127,0,0,1497.82508313084,501.556687506993,0.0655758539599085,29957,5016,2656
46.128,0,0,1498.020684819,501.815312990829,0.0258257405478841,29960,5018,2258
46.129,0,0,1493.51259402917,499.422356174711,0.00640512084988338,29870,4994,2064
46.13,0,0,1489.47777283408,501.272687140312,-0.0156707469171853,29790,5013,1843
46.131,0,0,1486.89346575489,500.992052163729,-0.0685683701212127,29738,5010,1314
46.132,0,0,1487.56192162612,501.231233739218,-0.0782776850906719,29751,5012,1217
46.133,0,0,1486.01205469775,500.221382078389,-0.0206219154569658,29720,5002,1794
46.134,0,0,1486.09055100052,501.10316548924,0.0525592733968661,29722,5011,2526
46.135,0,0,1485.95517194893,500.577720826008,0.0684891471669654,29719,5006,2685
46.136,0,0,1482.5194467722,500.626334290507,0.0522625989581609,29650,5006,2523
46.137,0,0,1483.76606928141,500.766030356189,0.0146066835214786,29675,5008,2146
46.138,0,0,1485.3149001637,500.422201591742,-0.00438414971678767,29706,5004,1956
46.139,0,0,1480.9608105024,499.813938401465,-0.0546317747440781,29619,4998,1454
46.14,0,0,1487.46914372649,499.874788451502,-0.0779114553948091,29749,4999,1221
46.141,0,0,1478.39210491295,501.384414487263,-0.0425519103529473,29568,5014,1574
46.142,0,0,1484.68992638798,501.018876581495,0.0302907104170867,29694,5010,2303
46.143,0,0,1490.42904869845,500.34620146038,0.0743108227507721,29809,5003,2743
46.144,0,0,1488.6984128476,500.742970923207,0.0698772909728445,29774,5007,2699
46.145,0,0,1491.42637786679,500.194691135262,0.0235408951877212,29829,5002,2235
46.146,0,0,1489.31221470259,499.522979080928,0.0019133607914283,29786,4995,2019
46.147,0,0,1494.81572852845,500.291973130055,-0.0500079056914376,29896,5003,1500
46.148,0,0,1491.64953743853,500.529347631324,-0.0740335903737041,29833,5005,1260
46.149,0,0,1496.36005930838,501.194384139052,-0.0677531790215754,29927,5012,1322
46.15,0,0,1501.75306945287,500.666646560021,0.00869232926481105,30035,5007,2087
46.151,0,0,1499.76166207402,500.614757917218,0.0614787536205007,29995,5006,2615
46.152,0,0,1503.8025065869,499.518004021858,0.0570823816280418,30076,4995,2571
46.153,0,0,1507.56242757238,499.561673609722,0.037368449345333,30151,4996,2374
46.154,0,0,1509.26409504316,500.986412493379,-0.000377130718175163,30185,5010,1996
46.155,0,0,1509.25177370874,500.261661943284,-0.0215290637937517,30185,5003,1785
46.156,0,0,1508.66216380961,498.944826696219,-0.0728275661165035,30173,4989,1272
46.157,0,0,1511.76774677363,499.747138868015,-0.0804199433036605,30235,4997,1196
46.158,0,0,1514.8080047618,500.32406439192,-0.0199697616291622,30296,5003,1800
46.159,0,0,1512.81086719801,499.070617046984,0.0471558080632667,30256,4991,2472
46.16,0,0,1518.1783241039,498.820619707875,0.0637841348095427,30364,4988,2638
46.161,0,0,1515.19708221453,499.946692995895,0.0405946099583418,30304,4999,2406
46.162,0,0,1516.75553330655,499.756932838609,0.0245642234078499,30335,4998,2246
46.163,0,0,1513.69069366459,499.541253676105,0.00122565870368428,30274,4995,2012
46.164,0,0,1516.19463730954,500.059467008087,-0.0428004608859533,30324,5001,1572
46.165,0,0,1513.87844551074,499.913639323633,-0.0873085322781352,30278,4999,1127
46.166,0,0,1514.39884905158,500.977030605507,-0.0517201392456144,30288,5010,1483
46.167,0,0,1513.41742029879,500.17281138857,0.0471231425374009,30268,5002,2471
46.168,0,0,1511.85710521789,499.39481080969,0.0762070607170868,30237,4994,2762
46.169,0,0,1510.18695113553,499.918947456642,0.061323178687089,30204,4999,2613
46.17,0,0,1508.08360821727,499.57914316224,0.0309727537490286,30162,4996,2310
46.171,0,0,1506.5071216282,500.122788472527,-0.00735399813518447,30130,5001,1926
46.172,0,0,1504.80720847908,499.406442620718,-0.0446461168912788,30096,4994,1554
46.173,0,0,1497.83762440409,498.635288339782,-0.0657735699617172,29957,4986,1342
46.174,0,0,1497.11179701782,499.504592001338,-0.0682840448936485,29942,4995,1317
46.175,0,0,1496.327724281,498.764212688395,0.00562150119565153,29927,4988,2056
46.176,0,0,1495.86569256238,498.588138757988,0.0667228852388353,29917,4986,2667
46.177,0,0,1495.47219870384,499.873705333956,0.0564392948004759,29909,4999,2564
46.178,0,0,1491.36905646319,498.988184726617,0.0304065795660103,29827,4990,2304
46.179,0,0,1489.67324780506,498.769057067101,0.00584103048551811,29793,4988,2058
46.18,0,0,1486.37311615719,500.545852298051,-0.0225124537838425,29727,5005,1775
46.181,0,0,1485.83506459304,500.406431812529,-0.0698681915540231,29717,5004,1301
46.182,0,0,1480.50511870538,500.102290561609,-0.0717566292228636,29610,5001,1282
46.183,0,0,1483.92442916846,498.717627540515,-0.0090391585791627,29678,4987,1910
46.184,0,0,1483.01367296448,498.407602793973,0.0460341658404523,29660,4984,2460
46.185,0,0,1477.50801276112,498.421782126844,0.072486118997009,29550,4984,2725
46.186,0,0,1480.88283627815,499.895940343219,0.0449401195548387,29618,4999,2449
46.187,0,0,1477.47160996265,498.827809282779,0.0180933758028787,29549,4988,2181
